"2008.12.16","05:30","GBP","H","CPI y/y","4.1%","3.9%","4.5%","","08736"
"2009.01.20","05:30","GBP","H","CPI y/y","3.1%","2.6%","4.1%","","13138"
"2009.02.17","05:30","GBP","H","CPI y/y","3.0%","2.6%","3.1%","","13141"
"2009.03.24","05:30","GBP","H","CPI y/y","3.2%","2.6%","3.0%","","13144"
"2009.04.21","04:30","GBP","H","CPI y/y","2.9%","2.9%","3.2%","","13147"
"2009.05.19","04:30","GBP","H","CPI y/y","2.3%","2.4%","2.9%","","13150"
"2009.06.16","04:30","GBP","H","CPI y/y","2.2%","1.9%","2.3%","","13153"
"2009.07.14","04:30","GBP","H","CPI y/y","1.8%","1.8%","2.2%","","13156"
"2009.08.18","04:30","GBP","H","CPI y/y","1.8%","1.5%","1.8%","","13159"
"2009.09.15","04:30","GBP","H","CPI y/y","1.6%","1.4%","1.8%","","13162"
"2009.10.13","04:30","GBP","H","CPI y/y","1.1%","1.3%","1.6%","","13165"
"2009.11.17","05:30","GBP","H","CPI y/y","1.5%","1.4%","1.1%","","13168"
"2009.12.15","05:30","GBP","H","CPI y/y","1.9%","1.8%","1.5%","","13171"
"2010.01.19","05:30","GBP","H","CPI y/y","2.9%","2.6%","1.9%","","25416"
"2010.02.16","05:30","GBP","H","CPI y/y","3.5%","3.6%","2.9%","","25419"
"2010.03.23","05:30","GBP","H","CPI y/y","3.0%","3.1%","3.5%","","25422"
"2010.04.20","04:30","GBP","H","CPI y/y","3.4%","3.2%","3.0%","","25425"
"2010.05.18","04:30","GBP","H","CPI y/y","3.7%","3.5%","3.4%","","25428"
"2010.06.15","04:30","GBP","H","CPI y/y","3.4%","3.5%","3.7%","","25431"
"2010.07.13","04:30","GBP","H","CPI y/y","3.2%","3.2%","3.4%","","25434"
"2010.08.17","04:30","GBP","H","CPI y/y","3.1%","3.1%","3.2%","","25437"
"2010.09.14","04:30","GBP","H","CPI y/y","3.1%","2.9%","3.1%","","25440"
"2010.10.12","04:30","GBP","H","CPI y/y","3.1%","3.1%","3.1%","","25443"
"2010.11.16","05:30","GBP","H","CPI y/y","3.2%","3.1%","3.1%","","25446"
"2010.12.14","05:30","GBP","H","CPI y/y","3.3%","3.1%","3.2%","","25449"
"2011.01.18","05:30","GBP","H","CPI y/y","3.7%","3.3%","3.3%","","33086"
"2011.02.15","05:30","GBP","H","CPI y/y","4.0%","4.0%","3.7%","","33089"
"2011.03.22","05:30","GBP","H","CPI y/y","4.4%","4.2%","4.0%","","33092"
"2011.04.12","04:30","GBP","H","CPI y/y","4.0%","4.4%","4.4%","","33095"
"2011.05.17","04:30","GBP","H","CPI y/y","4.5%","4.2%","4.0%","","33098"
"2011.06.14","04:30","GBP","H","CPI y/y","4.5%","4.5%","4.5%","","33101"
"2011.07.12","04:30","GBP","H","CPI y/y","4.2%","4.5%","4.5%","","33104"
"2011.08.16","04:30","GBP","H","CPI y/y","4.4%","4.3%","4.2%","","33107"
"2011.09.13","04:30","GBP","H","CPI y/y","4.5%","4.5%","4.4%","","33110"
"2011.10.18","04:30","GBP","H","CPI y/y","5.2%","4.9%","4.5%","","33113"
"2011.11.15","05:30","GBP","H","CPI y/y","5.0%","5.1%","5.2%","","33116"
"2011.12.13","05:30","GBP","H","CPI y/y","4.8%","4.8%","5.0%","","33119"
"2012.01.17","05:30","GBP","H","CPI y/y","4.2%","4.2%","4.8%","","40216"
"2012.02.14","05:30","GBP","H","CPI y/y","3.6%","3.6%","4.2%","","40224"
"2012.03.20","05:30","GBP","H","CPI y/y","3.4%","3.4%","3.6%","","40231"
"2012.04.17","04:30","GBP","H","CPI y/y","3.5%","3.5%","3.4%","","40239"
"2012.05.22","04:30","GBP","H","CPI y/y","3.0%","3.1%","3.5%","","40244"
"2012.06.19","04:30","GBP","H","CPI y/y","2.8%","3.0%","3.0%","","40252"
"2012.07.17","04:30","GBP","H","CPI y/y","2.4%","2.8%","2.8%","","40259"
"2012.08.14","04:30","GBP","H","CPI y/y","2.6%","2.3%","2.4%","","40266"
"2012.09.18","04:30","GBP","H","CPI y/y","2.5%","2.5%","2.6%","","40273"
"2012.10.16","04:30","GBP","H","CPI y/y","2.2%","2.2%","2.5%","","40281"
"2012.11.13","05:30","GBP","H","CPI y/y","2.7%","2.3%","2.2%","","40287"
"2012.12.18","05:30","GBP","H","CPI y/y","2.7%","2.6%","2.7%","","40294"
"2013.01.15","05:30","GBP","H","CPI y/y","2.7%","2.7%","2.7%","","46049"
"2013.02.12","05:30","GBP","H","CPI y/y","2.7%","2.7%","2.7%","","46050"
"2013.03.19","05:30","GBP","H","CPI y/y","2.8%","2.8%","2.7%","","46051"
"2013.04.16","04:30","GBP","H","CPI y/y","2.8%","2.8%","2.8%","","46052"
"2013.05.21","04:30","GBP","H","CPI y/y","2.4%","2.6%","2.8%","","46053"
"2013.06.18","04:30","GBP","H","CPI y/y","2.7%","2.6%","2.4%","","46055"
"2013.07.16","04:30","GBP","H","CPI y/y","2.9%","3.0%","2.7%","","46054"
"2013.08.13","04:30","GBP","H","CPI y/y","2.8%","2.8%","2.9%","","46056"
"2013.09.17","04:30","GBP","H","CPI y/y","2.7%","2.7%","2.8%","","46057"
"2013.10.15","04:30","GBP","H","CPI y/y","2.7%","2.6%","2.7%","","46058"
"2013.11.12","05:30","GBP","H","CPI y/y","2.2%","2.5%","2.7%","","46059"
"2013.12.17","05:30","GBP","H","CPI y/y","2.1%","2.2%","2.2%","","46060"
"2014.01.14","05:30","GBP","H","CPI y/y","2.0%","2.1%","2.1%","","51673"
"2014.02.18","05:30","GBP","H","CPI y/y","1.9%","2.0%","2.0%","","51681"
"2014.03.25","05:30","GBP","H","CPI y/y","1.7%","1.7%","1.9%","","51684"
"2014.04.15","04:30","GBP","H","CPI y/y","1.6%","1.6%","1.7%","","51690"
"2014.05.20","04:30","GBP","H","CPI y/y","1.8%","1.7%","1.6%","","51696"
"2014.06.17","04:30","GBP","H","CPI y/y","1.5%","1.7%","1.8%","","51704"
"2014.07.15","04:30","GBP","H","CPI y/y","1.9%","1.6%","1.5%","","51708"
"2014.08.19","04:30","GBP","H","CPI y/y","1.6%","1.8%","1.9%","","51718"
"2014.09.16","04:30","GBP","H","CPI y/y","1.5%","1.5%","1.6%","","51720"
"2014.10.14","04:30","GBP","H","CPI y/y","1.2%","1.4%","1.5%","","51730"
"2014.11.18","05:30","GBP","H","CPI y/y","1.3%","1.2%","1.2%","","51731"
"2014.12.16","05:30","GBP","H","CPI y/y","1.0%","1.2%","1.3%","","51738"
"2015.01.13","04:30","GBP","H","CPI y/y","0.5%","0.7%","1.0%","","55757"
"2015.02.17","04:30","GBP","H","CPI y/y","0.3%","0.3%","0.5%","","55763"
"2015.03.24","04:30","GBP","H","CPI y/y","0.0%","0.1%","0.3%","","55768"
"2015.04.14","03:30","GBP","H","CPI y/y","0.0%","0.0%","0.0%","","55772"
"2015.05.19","03:30","GBP","H","CPI y/y","-0.1%","0.0%","0.0%","","55778"
"2015.06.16","03:30","GBP","H","CPI y/y","0.1%","0.1%","-0.1%","","55781"
"2015.07.14","03:30","GBP","H","CPI y/y","0.0%","0.0%","0.1%","","55787"
"2015.08.18","03:30","GBP","H","CPI y/y","0.1%","0.0%","0.0%","","55794"
"2015.09.15","03:30","GBP","H","CPI y/y","0.0%","0.0%","0.1%","","55798"
"2015.10.13","03:30","GBP","H","CPI y/y","-0.1%","0.0%","0.0%","","55803"
"2015.11.17","04:30","GBP","H","CPI y/y","-0.1%","-0.1%","-0.1%","","55808"
"2015.12.15","04:30","GBP","H","CPI y/y","0.1%","0.1%","-0.1%","","55813"
"2016.01.19","04:30","GBP","H","CPI y/y","0.2%","0.1%","0.1%","","59781"
"2016.02.16","05:30","GBP","H","CPI y/y","0.3%","0.3%","0.2%","","59789"
"2016.03.22","05:30","GBP","H","CPI y/y","0.3%","0.4%","0.3%","","59793"
"2016.04.12","04:30","GBP","H","CPI y/y","0.5%","0.3%","0.3%","","59799"
"2016.05.17","04:30","GBP","H","CPI y/y","0.3%","0.5%","0.5%","","59807"
"2016.06.14","04:30","GBP","H","CPI y/y","0.3%","0.4%","0.3%","","59812"
"2016.07.19","04:30","GBP","H","CPI y/y","0.5%","0.4%","0.3%","","59818"
"2016.08.16","04:30","GBP","H","CPI y/y","0.6%","0.5%","0.5%","","59824"
"2016.09.13","04:30","GBP","H","CPI y/y","0.6%","0.7%","0.6%","","59832"
"2016.10.18","03:30","GBP","H","CPI y/y","1.0%","0.9%","0.6%","","59840"
"2016.11.15","04:30","GBP","H","CPI y/y","0.9%","1.1%","1.0%","","59842"
"2016.12.13","04:30","GBP","H","CPI y/y","1.2%","1.1%","0.9%","","59848"
"2017.01.17","04:30","GBP","H","CPI y/y","1.6%","1.4%","1.2%","","65358"
"2017.02.14","04:30","GBP","H","CPI y/y","1.8%","1.9%","1.6%","","65375"
"2017.03.21","05:30","GBP","H","CPI y/y","2.3%","2.1%","1.8%","","65395"
"2017.04.11","04:30","GBP","H","CPI y/y","2.3%","2.2%","2.3%","","65413"
"2017.05.16","04:30","GBP","H","CPI y/y","2.7%","2.6%","2.3%","","65430"
"2017.06.13","04:30","GBP","H","CPI y/y","2.9%","2.7%","2.7%","","65447"
"2017.07.18","04:30","GBP","H","CPI y/y","2.6%","2.9%","2.9%","","65469"
"2017.08.15","04:30","GBP","H","CPI y/y","2.6%","2.7%","2.6%","","65486"
